RG15_SE_040k
   1.0000000   0.0000000
   0.9904037   0.0012615
   0.9793893   0.0026714
   0.9684065   0.0040330
   0.9574552   0.0053358
   0.9464954   0.0065815
   0.9355044   0.0077777
   0.9244719   0.0089359
   0.9134073   0.0100632
   0.9023184   0.0111641
   0.8912102   0.0122428
   0.8800875   0.0133029
   0.8689528   0.0143472
   0.8578071   0.0153784
   0.8466522   0.0163986
   0.8354904   0.0174096
   0.8243224   0.0184129
   0.8131476   0.0194102
   0.8019683   0.0204025
   0.7907853   0.0213908
   0.7795977   0.0223764
   0.7684070   0.0233600
   0.7572133   0.0243424
   0.7460179   0.0253244
   0.7348222   0.0263064
   0.7236274   0.0272889
   0.7124343   0.0282722
   0.7012418   0.0292567
   0.6900492   0.0302424
   0.6788567   0.0312295
   0.6676630   0.0322176
   0.6564677   0.0332064
   0.6452726   0.0341951
   0.6340804   0.0351827
   0.6228933   0.0361677
   0.6117105   0.0371491
   0.6005330   0.0381251
   0.5893622   0.0390940
   0.5781970   0.0400540
   0.5670381   0.0410033
   0.5558849   0.0419399
   0.5447376   0.0428621
   0.5335947   0.0437683
   0.5224559   0.0446569
   0.5113200   0.0455268
   0.5001869   0.0463767
   0.4890553   0.0472059
   0.4779255   0.0480134
   0.4667983   0.0487981
   0.4556733   0.0495590
   0.4445517   0.0502949
   0.4334350   0.0510040
   0.4223242   0.0516845
   0.4112199   0.0523342
   0.4001233   0.0529507
   0.3890349   0.0535314
   0.3779559   0.0540734
   0.3668849   0.0545739
   0.3558241   0.0550302
   0.3447727   0.0554391
   0.3337306   0.0557978
   0.3226981   0.0561034
   0.3116760   0.0563529
   0.3006645   0.0565435
   0.2896645   0.0566718
   0.2786761   0.0567349
   0.2677024   0.0567293
   0.2567443   0.0566513
   0.2458043   0.0564966
   0.2348841   0.0562611
   0.2239857   0.0559399
   0.2131108   0.0555284
   0.2022612   0.0550213
   0.1914394   0.0544136
   0.1806480   0.0536998
   0.1698903   0.0528743
   0.1591690   0.0519310
   0.1484894   0.0508638
   0.1378580   0.0496661
   0.1272842   0.0483303
   0.1167786   0.0468478
   0.1063582   0.0452090
   0.0960440   0.0434024
   0.0858620   0.0414145
   0.0758461   0.0392299
   0.0660403   0.0368319
   0.0565026   0.0342047
   0.0472946   0.0313340
   0.0385104   0.0282178
   0.0304033   0.0249177
   0.0231957   0.0215182
   0.0171467   0.0181875
   0.0123844   0.0151152
   0.0087974   0.0124061
   0.0061370   0.0100615
   0.0041576   0.0080286
   0.0026750   0.0062412
   0.0015708   0.0046391
   0.0007773   0.0031721
   0.0002641   0.0018043
   0.0000219   0.0005076
   0.0000000   0.0000000
   0.0000485  -0.0006712
   0.0003937  -0.0018764
   0.0011220  -0.0031051
   0.0022049  -0.0042726
   0.0036518  -0.0054064
   0.0055111  -0.0065392
   0.0079025  -0.0077137
   0.0110341  -0.0089762
   0.0152317  -0.0103746
   0.0208898  -0.0119334
   0.0282198  -0.0136032
   0.0369489  -0.0152529
   0.0465390  -0.0167651
   0.0565868  -0.0180926
   0.0668964  -0.0192349
   0.0773833  -0.0202083
   0.0879996  -0.0210320
   0.0987149  -0.0217241
   0.1095064  -0.0223004
   0.1203562  -0.0227740
   0.1312526  -0.0231558
   0.1421848  -0.0234545
   0.1531464  -0.0236775
   0.1641331  -0.0238310
   0.1751408  -0.0239206
   0.1861667  -0.0239510
   0.1972094  -0.0239267
   0.2082679  -0.0238520
   0.2193426  -0.0237309
   0.2304326  -0.0235677
   0.2415377  -0.0233665
   0.2526577  -0.0231313
   0.2637921  -0.0228661
   0.2749392  -0.0225746
   0.2860980  -0.0222604
   0.2972683  -0.0219267
   0.3084500  -0.0215766
   0.3196418  -0.0212131
   0.3308435  -0.0208391
   0.3420538  -0.0204571
   0.3532724  -0.0200695
   0.3644968  -0.0196782
   0.3757261  -0.0192848
   0.3869574  -0.0188905
   0.3981886  -0.0184960
   0.4094209  -0.0181016
   0.4206535  -0.0177071
   0.4318843  -0.0173123
   0.4431127  -0.0169164
   0.4543382  -0.0165188
   0.4655597  -0.0161186
   0.4767779  -0.0157149
   0.4879937  -0.0153068
   0.4992064  -0.0148938
   0.5104168  -0.0144751
   0.5216261  -0.0140503
   0.5328342  -0.0136192
   0.5440427  -0.0131817
   0.5552515  -0.0127379
   0.5664617  -0.0122881
   0.5776734  -0.0118326
   0.5888863  -0.0113720
   0.6001013  -0.0109066
   0.6113181  -0.0104371
   0.6225363  -0.0099640
   0.6337565  -0.0094877
   0.6449781  -0.0090087
   0.6562010  -0.0085275
   0.6674261  -0.0080446
   0.6786532  -0.0075606
   0.6898813  -0.0070762
   0.7011084  -0.0065922
   0.7123322  -0.0061097
   0.7235517  -0.0056298
   0.7347673  -0.0051534
   0.7459786  -0.0046820
   0.7571847  -0.0042168
   0.7683852  -0.0037594
   0.7795795  -0.0033114
   0.7907682  -0.0028746
   0.8019494  -0.0024510
   0.8131239  -0.0020425
   0.8242910  -0.0016512
   0.8354492  -0.0012795
   0.8465987  -0.0009298
   0.8577396  -0.0006047
   0.8688718  -0.0003066
   0.8799954  -0.0000380
   0.8911107   0.0001987
   0.9022194   0.0004015
   0.9133187   0.0005679
   0.9244057   0.0006953
   0.9354719   0.0007811
   0.9465031   0.0008188
   0.9574960   0.0007969
   0.9684543   0.0007049
   0.9793917   0.0005337
   0.9903662   0.0002799
   1.0000000   0.0000000
