RG15_SE
   1.0000000   0.0000000
   0.9902944   0.0017000
   0.9791759   0.0036195
   0.9681019   0.0054888
   0.9570353   0.0073082
   0.9459541   0.0090819
   0.9348458   0.0108164
   0.9237133   0.0125175
   0.9125693   0.0141860
   0.9014188   0.0158210
   0.8902596   0.0174230
   0.8790909   0.0189930
   0.8679128   0.0205322
   0.8567248   0.0220419
   0.8455274   0.0235232
   0.8343216   0.0249773
   0.8231082   0.0264051
   0.8118883   0.0278071
   0.8006629   0.0291840
   0.7894329   0.0305361
   0.7781987   0.0318637
   0.7669608   0.0331669
   0.7557202   0.0344456
   0.7444770   0.0356999
   0.7332317   0.0369296
   0.7219844   0.0381345
   0.7107353   0.0393145
   0.6994847   0.0404692
   0.6882331   0.0415985
   0.6769804   0.0427018
   0.6657267   0.0437789
   0.6544725   0.0448293
   0.6432179   0.0458525
   0.6319626   0.0468482
   0.6207070   0.0478159
   0.6094513   0.0487551
   0.5981958   0.0496651
   0.5869403   0.0505455
   0.5756850   0.0513957
   0.5644305   0.0522150
   0.5531765   0.0530028
   0.5419234   0.0537585
   0.5306714   0.0544813
   0.5194210   0.0551704
   0.5081724   0.0558250
   0.4969251   0.0564442
   0.4856802   0.0570273
   0.4744377   0.0575732
   0.4631976   0.0580811
   0.4519608   0.0585499
   0.4407273   0.0589784
   0.4294973   0.0593657
   0.4182716   0.0597105
   0.4070503   0.0600116
   0.3958338   0.0602676
   0.3846230   0.0604773
   0.3734180   0.0606392
   0.3622200   0.0607517
   0.3510294   0.0608131
   0.3398466   0.0608218
   0.3286730   0.0607760
   0.3175091   0.0606735
   0.3063558   0.0605125
   0.2952147   0.0602907
   0.2840867   0.0600057
   0.2729732   0.0596549
   0.2618758   0.0592357
   0.2507959   0.0587450
   0.2397359   0.0581799
   0.2286973   0.0575369
   0.2176824   0.0568124
   0.2066941   0.0560026
   0.1957355   0.0551034
   0.1848096   0.0541101
   0.1739204   0.0530180
   0.1630729   0.0518219
   0.1522715   0.0505158
   0.1415226   0.0490939
   0.1308335   0.0475493
   0.1202129   0.0458747
   0.1096716   0.0440624
   0.0992232   0.0421038
   0.0888865   0.0399899
   0.0786872   0.0377115
   0.0686627   0.0352598
   0.0588725   0.0326289
   0.0494120   0.0298208
   0.0404371   0.0268573
   0.0321858   0.0237991
   0.0249509   0.0207609
   0.0189553   0.0178859
   0.0142144   0.0152791
   0.0105522   0.0129671
   0.0077298   0.0109204
   0.0055390   0.0090895
   0.0038264   0.0074254
   0.0024898   0.0058869
   0.0014644   0.0044390
   0.0007176   0.0030594
   0.0002342   0.0017279
   0.0000000   0.0000000
   0.0000526  -0.0007456
   0.0003917  -0.0019964
   0.0010578  -0.0032281
   0.0020422  -0.0044160
   0.0033393  -0.0055612
   0.0049723  -0.0066825
   0.0070020  -0.0078056
   0.0095387  -0.0089602
   0.0127594  -0.0101808
   0.0169303  -0.0115045
   0.0223795  -0.0129568
   0.0293553  -0.0145221
   0.0377759  -0.0161212
   0.0472345  -0.0176545
   0.0573037  -0.0190607
   0.0677112  -0.0203218
   0.0783174  -0.0214418
   0.0890540  -0.0224317
   0.0998861  -0.0233036
   0.1107933  -0.0240690
   0.1217625  -0.0247386
   0.1327839  -0.0253217
   0.1438500  -0.0258267
   0.1549551  -0.0262613
   0.1660933  -0.0266321
   0.1772601  -0.0269450
   0.1884517  -0.0272052
   0.1996646  -0.0274174
   0.2108960  -0.0275855
   0.2221435  -0.0277131
   0.2334048  -0.0278034
   0.2446782  -0.0278591
   0.2559622  -0.0278826
   0.2672549  -0.0278761
   0.2785554  -0.0278413
   0.2898631  -0.0277800
   0.3011764  -0.0276935
   0.3124946  -0.0275832
   0.3238176  -0.0274501
   0.3351439  -0.0272952
   0.3464736  -0.0271193
   0.3578055  -0.0269232
   0.3691392  -0.0267074
   0.3804746  -0.0264724
   0.3918101  -0.0262184
   0.4031458  -0.0259456
   0.4144809  -0.0256541
   0.4258143  -0.0253437
   0.4371458  -0.0250143
   0.4484741  -0.0246653
   0.4597989  -0.0242961
   0.4711196  -0.0239062
   0.4824354  -0.0234945
   0.4937464  -0.0230603
   0.5050517  -0.0226025
   0.5163527  -0.0221203
   0.5276494  -0.0216127
   0.5389426  -0.0210793
   0.5502341  -0.0205196
   0.5615253  -0.0199335
   0.5728183  -0.0193215
   0.5841151  -0.0186844
   0.5954169  -0.0180233
   0.6067260  -0.0173399
   0.6180442  -0.0166363
   0.6293723  -0.0159146
   0.6407120  -0.0151777
   0.6520632  -0.0144282
   0.6634267  -0.0136691
   0.6748020  -0.0129034
   0.6861867  -0.0121343
   0.6975713  -0.0113653
   0.7089468  -0.0105997
   0.7203120  -0.0098404
   0.7316668  -0.0090900
   0.7430113  -0.0083510
   0.7543460  -0.0076260
   0.7656712  -0.0069172
   0.7769867  -0.0062271
   0.7882930  -0.0055580
   0.7995899  -0.0049124
   0.8108772  -0.0042927
   0.8221554  -0.0037013
   0.8334239  -0.0031406
   0.8446827  -0.0026132
   0.8559322  -0.0021214
   0.8671725  -0.0016678
   0.8784046  -0.0012545
   0.8896291  -0.0008836
   0.9008476  -0.0005569
   0.9120610  -0.0002755
   0.9232711  -0.0000404
   0.9344698   0.0001483
   0.9456380   0.0002856
   0.9567689   0.0003617
   0.9678769   0.0003680
   0.9789934   0.0003001
   0.9901823   0.0001625
   1.0000000   0.0000000
